PAID_WAGE_PER_YEAR_Binned	CASE_STATUS	EMPLOYER_NAME	EDUCATION_LEVEL_REQUIRED	COLLEGE_MAJOR_REQUIRED	EXPERIENCE_REQUIRED_NUM_MONTHS	COUNTRY_OF_CITIZENSHIP	WORK_STATE	PREVAILING_WAGE_PER_YEAR	PAID_WAGE_PER_YEAR	JOB_TITLE_SUBGROUP
40	1	61	0	electrical engineering, computer science, computer engineering, or related field	60.0	MEXICO	CALIFORNIA	134534.0	215200.0	0
39	0	1	0	computer science, computer engineering, or a related field	36.0	UNITED KINGDOM	CALIFORNIA	134534.0	213300.0	0
36	1	61	1	information technology management, computer science, computer engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	200000.0	0
35	0	1	2	computer science, computer engineering, mathematics, or a related field	12.0	CANADA	CALIFORNIA	134534.0	191932.0	0
32	1	317	1	computer science, engineering or related field	60.0	INDIA	CALIFORNIA	134534.0	180000.0	0
32	0	317	1	computer engineering, computer science, electrical engineering or related field	60.0	INDIA	CALIFORNIA	134534.0	180000.0	0
32	0	61	1	electronic engineering, computer science, or related field	60.0	INDIA	CALIFORNIA	134534.0	175200.0	0
31	1	61	1	n software engineering, computer engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	175000.0	0
31	0	12	1	computer science, engineering or a related field	0.0	INDIA	CALIFORNIA	134534.0	175000.0	0
31	0	1	1	computer science, computer engineering, or a related field	0.0	IRELAND	CALIFORNIA	134534.0	170500.0	0
30	0	1	0	computer science, computer info. systems, info. tech or a related field	36.0	CHINA	CALIFORNIA	134534.0	168900.0	0
30	0	1	1	mathemetics, computer science, or a related field	0.0	CANADA	CALIFORNIA	134534.0	167200.0	0
29	1	61	1	computer science, computer engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	165000.0	0
28	1	14	0	computer sci, software eng, or related field	60.0	INDIA	CALIFORNIA	134534.0	160000.0	0
28	1	10	1	comp. sci., eng., math., physics or related field	60.0	INDIA	CALIFORNIA	134534.0	160000.0	0
28	1	203	0	electrical engineering or related	0.0	FRANCE	CALIFORNIA	134534.0	159580.08	0
28	3	606	1	computer science	0.0	CANADA	CALIFORNIA	134534.0	155149.92	0
27	1	10	1	computer sci, engineering, applied sciences, math, physics or related	60.0	CHINA	CALIFORNIA	134534.0	155000.0	0
27	1	14	0	computer science or related field	60.0	INDIA	CALIFORNIA	134534.0	155000.0	0
27	0	14	1	electronic eng, computer science or related field	120.0	INDIA	CALIFORNIA	134534.0	155000.0	0
27	0	125	1	comp sci, math, engg (any) or related field	0.0	INDIA	CALIFORNIA	134534.0	154500.0	0
26	0	1	0	computer science, electrical engineering, or a related field	0.0	ISRAEL	CALIFORNIA	134534.0	150000.0	0
26	1	25	1	computer science or computer engineering	84.0	INDIA	CALIFORNIA	134534.0	150000.0	0
26	1	10	0	computer science, engineering, math, physics, or related field	48.0	CHINA	CALIFORNIA	134534.0	150000.0	0
26	1	1365	1	computer science, engineering or related discipline	60.0	INDIA	CALIFORNIA	134534.0	150000.0	4
26	1	14	1	computer sci, computer eng or related field	84.0	ISRAEL	CALIFORNIA	134534.0	145400.0	0
25	0	1	1	computer science, electrical engineering, or related field	0.0	INDIA	CALIFORNIA	134534.0	145000.0	0
25	1	25	1	computer science or computer engineering	60.0	INDIA	CALIFORNIA	134534.0	145000.0	0
25	1	14	1	computer eng, computer sci or related field	60.0	INDIA	CALIFORNIA	134534.0	145000.0	0
25	1	2860	0	computer science or related field	48.0	NEPAL	CALIFORNIA	134534.0	144206.0	0
24	0	1	1	computer science or related field	0.0	INDIA	CALIFORNIA	134534.0	140000.0	0
24	0	14	1	computer science or related field	60.0	INDIA	CALIFORNIA	134534.0	140000.0	0
24	0	14	1	computer engineering	108.0	INDIA	CALIFORNIA	134534.0	140000.0	0
24	0	125	1	comp sci, math, engg (any) or related	0.0	INDIA	CALIFORNIA	134534.0	140000.0	0
24	0	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	134534.0	138105.24	0
24	1	25	1	computer science or computer engineering	96.0	INDIA	CALIFORNIA	134534.0	137700.0	0
23	1	947	1	cs,cis, engineering(any)	60.0	INDIA	CALIFORNIA	134534.0	135000.0	0
23	1	25	0	computer science or computer information systems	60.0	INDIA	CALIFORNIA	134534.0	135000.0	0
23	0	237	1	comp sci,comp data process,interac/ind/graphic dsgn,h-c inter or cl rld fld	0.0	BRAZIL	CALIFORNIA	134534.0	135000.0	0
23	0	295	1	computer science or related field	60.0	INDIA	CALIFORNIA	134534.0	135000.0	0
23	0	946	1	computer science, computer engineering	60.0	INDIA	CALIFORNIA	134534.0	135000.0	0
23	0	946	0	computer science, computer applications	72.0	INDIA	CALIFORNIA	134534.0	135000.0	0
23	1	1109	1	any engineering, com sci rel, math, business or rel	60.0	INDIA	CALIFORNIA	134534.0	134600.0	0
23	1	1109	0	any engineering, com sci rel, math, business or rel	12.0	INDIA	CALIFORNIA	134534.0	134600.0	0
23	1	509	1	comp. science/apps /engineering (any) business management/ (or) administration	60.0	INDIA	CALIFORNIA	134534.0	134537.0	0
23	1	46	1	computer science, engineering or related technical field	60.0	INDIA	CALIFORNIA	134534.0	134535.0	0
23	0	26	0	computer applications, computer information systems, engineering (any), computer science	12.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	514	1	computer science	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	14	1	computer science, engineering, or a related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	403	0	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	1209	1	computer science or engineering	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	2469	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	12	1	computer science, engineering (any) or a related field	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	2020	1	electrical/electronics engineering or related	96.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	engineering	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	computer science	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	879	0	multimedia and digital communication	36.0	GERMANY	CALIFORNIA	134534.0	134534.0	0
23	0	14	1	electronics, computer engineering, or related field	84.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	149	1	computer science	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	engineering	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	373	1	computer science	60.0	CHINA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	science	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	14	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	364	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	engineering	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	149	1	computer science	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	68	1	computer science, engineering, information technology or related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	2803	1	computer information systems or computer science	60.0	TAIWAN	CALIFORNIA	134534.0	134534.0	0
23	1	1209	1	computer science or engineering	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	1	2229	1	computer science, computer engineering or electrical engineering	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	449	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	14	0	sw engineering, comp engineering, comp science or related	72.0	GERMANY	CALIFORNIA	134534.0	134534.0	0
23	0	652	1	electronic engineering or related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	2917	1	computer science, mathematics, *continued in h-14	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	215	1	cs, ce, closely-related technical field or fde	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	812	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	364	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	190	0	computer science	48.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	1308	1	computer science	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	12	1	computer science, electrical engineering, electronics engineering or related field	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	2668	1	electronic engineering	84.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	177	1	information technology, instrumentation technology, electrical engineering, engineering (any)	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	177	1	information technology, instrumentation technology, electrical engineering, engineering (any)	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	14	1	mechanical eng, computer science, engineering or related field	72.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	1624	0	software engineering or related field	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	125	1	computer science, cis, math, engineering (any) or related	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	125	1	comp. science, math, engineering (any) or related	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	2	740	1	computer science, engineering, or related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	3	1112	1	computer science or related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
23	0	1112	1	computer science or related field	60.0	INDIA	CALIFORNIA	134534.0	134534.0	0
31	0	205	0	computer science	60.0	INDIA	CALIFORNIA	134472.0	175000.0	0
30	0	8	0	computer science	72.0	INDIA	CALIFORNIA	134472.0	168000.0	0
23	0	2622	1	computer science or related field	0.0	POLAND	CALIFORNIA	134472.0	134472.0	0
29	0	1391	3	dental surgery	0.0	JORDAN	MISSISSIPPI	134140.0	163497.0	1
23	3	14	1	mechanical eng, computer eng or related field	96.0	INDIA	CALIFORNIA	134011.0	134011.0	0
23	0	14	1	mechanical eng, computer eng or related field	96.0	INDIA	CALIFORNIA	134011.0	134011.0	0
52	0	420	3	medicine	0.0	PERU	ALABAMA	133840.0	279999.96	1
30	0	8	0	computer science	72.0	INDIA	CALIFORNIA	133803.0	170000.0	0
28	0	8	0	computer science	72.0	BRAZIL	CALIFORNIA	133803.0	160000.0	0
23	1	1168	1	computer science, computer engineering or related	60.0	INDIA	CALIFORNIA	133758.0	133758.0	0
23	0	99	0	information technology	12.0	INDIA	NEW YORK	133723.0	135000.0	6
46	0	1038	3	radiology	0.0	INDIA	TEXAS	133563.0	250000.0	1
23	0	557	3	medicine	0.0	INDIA	PENNSYLVANIA	133340.0	135000.0	1
29	0	1	0	computer science or a related field	0.0	RUSSIA	CALIFORNIA	133328.0	162200.0	0
28	2	61	1	electronic engineering, computer science, or related	84.0	INDIA	CALIFORNIA	133328.0	160000.0	0
27	1	1	1	computer science or a related field	0.0	CHINA	CALIFORNIA	133328.0	152200.0	0
27	0	1	0	computer science, computer engineering, or related field	0.0	INDIA	CALIFORNIA	133328.0	150400.0	0
26	0	1538	1	computer science	0.0	INDIA	CALIFORNIA	133328.0	150000.0	0
26	0	660	1	computer engineering	0.0	CANADA	CALIFORNIA	133328.0	150000.0	0
25	1	1	1	computer science, computer engineering, or a related field	0.0	INDIA	CALIFORNIA	133328.0	144500.0	0
23	0	233	1	computer science	0.0	INDIA	CALIFORNIA	133328.0	133500.0	0
23	2	514	1	computer science	0.0	INDIA	CALIFORNIA	133328.0	133350.0	0
23	0	2024	1	computer engineering	0.0	INDIA	CALIFORNIA	133328.0	133328.0	0
23	2	2473	1	computer science, software development, engineering or mathematics	0.0	INDIA	CALIFORNIA	133328.0	133328.0	0
23	0	1942	1	computer science, or computer science & engineering	0.0	INDIA	CALIFORNIA	133328.0	133328.0	0
23	0	1969	0	computer science, information science/technology or related	0.0	INDIA	CALIFORNIA	133328.0	133328.0	0
23	0	12	1	computer science or related field	0.0	CHINA	CALIFORNIA	133328.0	133328.0	0
23	3	2189	1	computer science, engineering, math or a related field	84.0	UKRAINE	VIRGINIA	132766.0	132780.0	0
23	0	18	1	electrical engineering, computer engineering, computer science or related	0.0	INDIA	CALIFORNIA	132746.0	132746.0	0
33	1	14	1	computer science, or related degree	60.0	CANADA	CALIFORNIA	132662.0	181000.0	0
23	1	2929	1	computer engineering, computer science, or related	60.0	INDIA	CALIFORNIA	132517.0	132517.0	0
24	1	1049	0	computer science, information systems, computer or software engineering	0.0	INDIA	CALIFORNIA	132346.0	139050.0	0
23	0	476	1	computer science	0.0	INDIA	CALIFORNIA	132288.0	132288.0	0
23	1	14	0	information management, computer science, or related field	60.0	CHINA	CALIFORNIA	132172.0	132172.0	0
23	1	41	1	computer science, computer engineering, or a related field	72.0	INDIA	CALIFORNIA	132133.0	132134.0	0
30	0	436	0	computer science, computer engineering, electrical engineering, or a related field	24.0	UNITED KINGDOM	CALIFORNIA	132080.0	166400.0	0
29	0	218	0	computer science, computer engineering, software engineering, or related	48.0	CHINA	CALIFORNIA	132080.0	165000.0	0
29	1	8	0	computer science	48.0	INDIA	CALIFORNIA	132080.0	162000.0	0
28	1	8	0	computer science	60.0	EGYPT	CALIFORNIA	132080.0	160000.0	0
28	1	8	0	computer science	72.0	CHINA	CALIFORNIA	132080.0	160000.0	0
28	1	25	1	computer engineering or related field	60.0	INDIA	CALIFORNIA	132080.0	160000.0	0
28	1	46	1	computer science, engineering or related field	84.0	INDIA	CALIFORNIA	132080.0	155295.0	0
26	1	12	1	computer science, computer engineering or related field	0.0	INDIA	CALIFORNIA	132080.0	150000.0	0
26	1	25	1	computer science, electronic engineering or related field	96.0	INDIA	CALIFORNIA	132080.0	150000.0	0
26	0	540	1	computer science,engrng,computer information systems or a related technical field	60.0	INDIA	CALIFORNIA	132080.0	150000.0	0
26	3	2608	1	comp. sci., comp. eng'g, or related field or foreign equiv	0.0	CANADA	CALIFORNIA	132080.0	150000.0	0
26	3	1	1	computer science, or a related field	0.0	UNITED KINGDOM	CALIFORNIA	132080.0	146000.0	0
25	1	2618	1	computer science or a related field	60.0	TURKEY	CALIFORNIA	132080.0	145000.0	0
25	0	1240	1	computer science, computer engineering or related technical field	60.0	UNITED KINGDOM	CALIFORNIA	132080.0	144000.0	0
25	0	1962	1	software engineering, computer science or related field	60.0	SINGAPORE	CALIFORNIA	132080.0	144000.0	0
25	1	25	1	computer science, software engineering, or related field	48.0	INDIA	CALIFORNIA	132080.0	143100.0	0
25	0	130	1	computer science, computer engineering or related technical field	84.0	INDIA	CALIFORNIA	132080.0	141780.0	0
24	0	12	1	computer science, engineering or related field	0.0	INDIA	CALIFORNIA	132080.0	140000.0	0
24	1	1064	1	computer science, engineering or related	60.0	INDIA	CALIFORNIA	132080.0	137250.0	0
24	0	842	0	computer science, computer engineering or related field	60.0	RUSSIA	CALIFORNIA	132080.0	135212.88	0
24	1	25	1	computer science or computer engineering	72.0	MEXICO	CALIFORNIA	132080.0	135200.0	0
23	1	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	132080.0	135000.0	0
23	1	500	1	computer science	0.0	INDIA	CALIFORNIA	132080.0	135000.0	0
23	1	998	1	engineering	84.0	INDIA	CALIFORNIA	132080.0	135000.0	0
23	1	2495	1	computer science or computer engineering	60.0	MEXICO	CALIFORNIA	132080.0	135000.0	0
23	0	1232	1	computer science or related	60.0	INDIA	CALIFORNIA	132080.0	135000.0	0
23	0	1990	1	computer science or related	60.0	FRANCE	CALIFORNIA	132080.0	135000.0	0
23	0	37	1	comp. sci., engin(any), business, math, physics, or related technical field	60.0	CHINA	CALIFORNIA	132080.0	133250.0	0
23	1	811	1	computer science or related	60.0	INDIA	CALIFORNIA	132080.0	132500.0	0
23	0	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	12	1	computer science, physics, or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	12	1	engineering (any), computer science or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	2002	1	comp sci, electronics eng, or related or foreign equiv	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	3	202	1	computer science, electrical eng., or related	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	202	1	computer science, electrical eng., or related	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	4	1	comp sci, comp sft,comp engg, applied sci, math, physics or rel. field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	46	1	computer science, engineering, or related technical field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	1	1	computer science, information technology, or a related field	0.0	AUSTRALIA	CALIFORNIA	132080.0	132080.0	0
23	1	1837	3	computer science or related field	0.0	HUNGARY	CALIFORNIA	132080.0	132080.0	0
23	1	25	1	engineering field	60.0	CANADA	CALIFORNIA	132080.0	132080.0	0
23	1	12	1	computer science or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	197	1	computer science or closely related field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	782	1	computer science, computer information systems, or a related field	0.0	BELARUS	CALIFORNIA	132080.0	132080.0	0
23	1	2511	1	computer science, computer information systems or related field	60.0	RUSSIA	CALIFORNIA	132080.0	132080.0	0
23	1	811	1	computer science, or related	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	1064	1	computer science, engineering or related field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	3	1190	1	computer science, engineering, or related technical field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	202	1	computer science, electrical eng., or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	3	2061	0	computer science or closely related field of concentration	0.0	UKRAINE	CALIFORNIA	132080.0	132080.0	0
23	0	202	1	computer science, electrical eng., or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	1268	1	computer science, engineering, or related field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	3	1728	1	computer sci., comp. eng., electrical eng., electronics eng. or related	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	842	1	math, comp sci, engineering or related field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	12	1	computer science, engineering (any) or related field	0.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	0	2953	1	computer science, computer engineering, information systems, or a closely related field	60.0	INDIA	CALIFORNIA	132080.0	132080.0	0
23	1	2093	1	computer science, information systems, or related	60.0	INDIA	CALIFORNIA	132080.0	132080.0	2
27	0	2286	0	computer science, engineering or related technical field	36.0	INDIA	CALIFORNIA	132038.0	152776.0	0
26	0	0	1	computer science, computer engg., electrical engg., or related field	48.0	CANADA	CALIFORNIA	132038.0	147000.0	0
25	0	68	0	elect. engg, comp engg, comp science or related	36.0	SOUTH KOREA	CALIFORNIA	132038.0	142800.0	0
24	0	10	0	computer science, engineering, math, physics, or related field	36.0	INDIA	CALIFORNIA	132038.0	140000.0	0
23	0	2	0	soft engr/elec&comp/elect/comp engr, or scie, or reld scie, or engr disc	36.0	CHINA	CALIFORNIA	132038.0	135000.0	0
23	0	2	2	elect/elec. &/or comp. eng., or sci, or rltd. eng. or sci. disc	0.0	CHINA	CALIFORNIA	132038.0	135000.0	0
23	0	68	0	elect. engg, comp engg, software engg, comp science or related	36.0	CHINA	CALIFORNIA	132038.0	135000.0	0
23	3	2	2	elect &/or elec &/or comp eng &/or sci or related eng or sci discipline	0.0	BANGLADESH	CALIFORNIA	132038.0	133500.0	0
23	3	2	2	elect/elec. and/or comp. eng., or scie., or related scie., or engr. disc	0.0	ARGENTINA	CALIFORNIA	132038.0	133500.0	0
23	3	727	2	elect/elec/comp. eng., or scie., or related scie., or engr. discipline	0.0	SOUTH KOREA	CALIFORNIA	132038.0	133500.0	0
23	0	2	2	elect/elec. &/or comp. eng., or sci., or rltd sci., or eng. disc	0.0	INDIA	CALIFORNIA	132038.0	133500.0	0
